Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,L-3,Attrition_Flag
3,1120,17,0.7,0.12350209155826512,1
5,1254,25,0.786,0.027653076724010506,0
5,0,44,0.375,0.1120319162200532,0
4,1675,38,0.407,0.500347510811276,0
6,1954,24,0.846,0.21023162301808032,0
3,968,50,0.613,0.08144101046949255,0
3,2517,30,1.143,0.06989650711145033,0
3,0,22,0.833,0.19447308956709042,0
6,0,43,0.955,0.6282685748455108,0
4,0,24,0.5,0.5558340036702231,0
2,0,35,0.522,0.08144101046949255,1
4,2388,34,1.429,0.03327412520784317,0
6,0,38,0.9,-0.010579667137683392,0
6,2280,36,0.636,0.06989650711145033,0
5,1794,45,0.452,0.04617737588927861,0
6,1469,49,1.13,0.46130827564852533,0
1,0,19,0.727,0.1120319162200532,1
1,1518,25,0.923,0.21461366429750417,1
3,0,30,0.875,0.46362030306459967,0
3,0,21,0.5,0.09335491465610184,1
1,0,20,0.429,0.07136008027791275,1
6,1074,31,0.632,0.5810910360786875,0
6,1078,50,0.786,-0.031221667799538232,0
4,1611,36,0.714,0.1120319162200532,0
3,1654,42,0.235,0.21461366429750417,0
4,1208,43,1.048,-0.4673966839574412,0
5,2061,30,1.5,0.09335491465610184,0
5,1138,32,0.6,0.26179120306432735,0
2,0,14,0.4,0.15031739672628905,1
3,1526,54,0.688,0.09335491465610184,0
3,0,25,0.562,0.16305408425125706,1
6,2362,26,0.444,0.3977657627338251,0
4,0,35,0.667,0.9985339632540087,0
5,2149,35,1.5,0.1286185492363158,0
3,0,23,0.211,0.5271628159793,0
6,0,33,1.2,-0.538256003278114,0
3,0,51,0.545,0.10971988880397891,0
3,2216,53,0.606,0.09335491465610184,0
6,1112,48,0.655,0.5036919923898707,0
6,1603,36,0.8,0.5271628159793,0
6,1257,39,1.053,0.10971988880397891,0
3,809,33,0.941,0.5036919923898707,0
4,2517,31,0.824,0.1755744291347535,0
3,2493,44,1.316,0.5810910360786875,0
3,2517,25,1.083,0.1443770826873057,0
5,1985,41,0.864,0.5810910360786875,0
3,1535,47,0.88,0.6941231151762853,0
5,1152,45,0.607,0.04617737588927861,0
3,2517,33,1.357,0.15920945498687644,0
5,1540,50,0.786,0.43302939731403906,0
3,1799,14,0.556,0.03232084511516208,1
5,2318,31,0.824,0.08144101046949255,0
4,1412,38,0.462,0.6941231151762853,0
4,1124,49,1.579,0.08144101046949255,0
1,0,22,0.692,0.049585596241942746,1
6,1692,29,0.611,0.5558340036702231,0
6,2259,53,0.606,0.09719954392048245,0
4,0,27,1.455,0.03327412520784317,0
3,0,18,0.5,0.6282685748455108,1
4,1010,35,0.591,0.08144101046949255,0
3,0,16,0.333,0.6282685748455108,1
5,1728,53,0.606,0.21461366429750417,0
6,1999,37,0.762,0.16360702183436673,0
6,895,48,0.371,0.09335491465610184,0
2,0,17,0.214,0.46130827564852533,1
4,0,44,0.63,0.46362030306459967,0
6,1961,58,0.706,0.12350209155826512,0
4,960,59,0.405,0.004041966780675716,0
5,1945,29,0.526,0.46362030306459967,0
4,1618,44,0.76,0.46130827564852533,0
5,0,17,0.308,0.15689742757080216,1
2,0,18,1.25,0.6282685748455108,1
6,1170,45,1.143,0.5810910360786875,0
1,788,14,0.273,0.43302939731403906,1
3,1822,25,0.923,0.6282685748455108,0
4,1782,29,0.812,0.03327412520784317,0
5,2174,50,0.515,0.08677488381158875,0
6,1311,43,0.536,0.04617737588927861,0
6,0,54,0.543,0.1372146206086874,0
3,0,15,0.5,0.1959366627335528,1
4,361,22,0.692,0.08144101046949255,1
3,1314,28,0.647,0.056183978061028116,0
3,845,45,0.8,0.932679422923234,0
2,0,17,0.214,0.1120319162200532,1
5,1437,43,0.387,0.5036919923898707,0
5,1150,50,0.724,0.08144101046949255,0
6,1309,34,0.7,0.1120319162200532,0
4,1705,36,0.895,0.03232084511516208,0
5,1570,57,0.781,0.3977657627338251,0
6,2517,37,1.056,0.6282685748455108,0
5,1358,30,1.5,0.5558340036702231,0
4,0,61,0.649,0.07194251151201801,0
4,0,25,0.667,0.08620797814554991,1
5,1566,26,0.529,0.3977657627338251,0
5,2485,26,0.857,0.5242812564071836,0
3,2021,46,0.586,0.500347510811276,0
3,1372,31,1.385,-0.031221667799538232,0
3,1406,47,0.306,0.03463287253123636,1
6,1133,41,0.708,0.5036919923898707,0
3,1166,25,0.25,0.500347510811276,0
5,2517,40,0.29,0.9985339632540087,0
3,306,15,0.364,0.04617737588927861,1
3,1578,40,0.481,-0.6558038701228388,0
2,900,10,0.25,0.5036919923898707,1
4,2517,48,0.778,0.3977657627338251,0
3,554,17,0.133,0.04617737588927861,1
6,2387,49,0.75,0.04617737588927861,0
6,0,41,0.708,0.15920945498687644,0
4,2517,33,0.833,0.03463287253123636,0
3,1468,27,0.421,0.500347510811276,0
3,1266,26,0.368,0.6216885440009976,0
4,1553,40,0.538,0.5036919923898707,0
5,1927,30,0.364,0.932679422923234,0
3,2517,18,0.8,0.15920945498687644,0
6,1566,34,0.545,0.14875912396672958,0
3,1753,33,0.571,0.1120319162200532,0
6,996,26,1.0,0.5695465327206453,0
5,1571,35,0.842,0.932679422923234,0
4,984,32,0.684,0.1372146206086874,0
3,1930,15,0.364,0.6282685748455108,1
6,1389,38,0.407,0.15920945498687644,0
4,513,20,0.333,0.04617737588927861,1
6,1538,43,0.654,-0.001989509372370812,0
6,0,41,0.464,0.5329241508170381,0
3,2258,20,1.857,0.5036919923898707,0
3,0,53,0.963,-0.13850073117191808,0
3,2517,38,1.235,0.1959366627335528,0
3,1435,61,0.649,0.1449300202704154,0
4,1656,41,0.323,0.46362030306459967,0
5,1543,32,0.391,0.932679422923234,0
5,1335,27,0.929,0.3977657627338251,0
4,1639,39,0.625,0.08144101046949255,0
3,967,45,0.8,0.09335491465610184,0
6,942,50,0.562,0.08565504056244021,0
6,1418,31,0.409,0.19447308956709042,0
5,0,25,0.562,0.1286185492363158,1
3,0,16,0.231,0.03327412520784317,1
3,0,47,0.88,0.09719954392048245,0
4,989,48,0.92,0.07249544909512769,0
4,1472,36,0.5,-0.5669057304711761,0
5,1864,25,0.25,0.932679422923234,0
6,1380,62,0.59,0.500347510811276,0
5,1890,45,0.875,0.01980050023166562,0
2,2238,15,0.5,0.3977657627338251,1
3,1449,56,0.647,0.06155300354232953,0
4,2400,25,1.778,0.43302939731403906,0
6,1935,49,1.45,0.07136008027791275,0
6,0,25,0.562,0.21461366429750417,1
6,2144,48,0.655,0.07249544909512769,0
3,1694,23,0.533,0.13834998942590232,0
6,1927,32,3.571,0.04903265865883307,0
2,0,19,0.583,0.5329241508170381,1
4,2035,47,0.741,0.020920343480814136,0
3,0,78,0.625,0.08565504056244021,0
6,1794,40,1.105,0.08677488381158875,0
4,717,51,0.5,0.5329241508170381,0
5,2517,44,0.692,-0.2058188446691551,0
5,2116,43,1.048,0.004041966780675716,0
3,1610,45,0.607,0.10971988880397891,0
6,1984,37,0.194,0.056183978061028116,0
4,2190,34,0.478,0.5810910360786875,0
2,861,29,0.381,0.03463287253123636,1
4,0,21,0.615,0.5558340036702231,1
6,733,45,0.667,-0.031221667799538232,0
2,350,28,0.333,0.5036919923898707,1
6,1892,58,0.657,0.09335491465610184,0
3,1123,40,0.538,-0.001989509372370812,0
6,870,41,0.577,0.43302939731403906,0
3,2242,44,0.467,0.15689742757080216,0
6,1142,31,0.348,0.04617737588927861,0
3,747,24,0.714,0.5810910360786875,0
5,0,26,0.529,0.6282685748455108,1
6,1707,33,0.941,0.03327412520784317,0
6,1421,31,0.292,0.14729555080026716,0
4,2104,29,0.812,0.5329241508170381,0
2,0,35,0.842,0.932679422923234,1
3,1099,63,0.969,0.09335491465610184,0
3,2082,56,0.697,0.020920343480814136,0
3,1095,27,0.8,0.10971988880397891,0
6,1978,36,0.895,-0.001989509372370812,0
3,1719,55,0.667,0.08446285639551444,0
6,1730,37,0.85,0.10971988880397891,0
3,0,25,0.389,0.03232084511516208,1
6,0,36,0.44,-0.518418851988645,0
6,2206,35,0.842,0.08144101046949255,0
2,0,27,1.25,0.6941231151762853,1
5,1177,53,0.606,0.03463287253123636,0
5,1542,35,0.4,0.16644677903585478,0
3,2091,50,1.0,0.04617737588927861,0
6,1901,43,1.15,0.15031739672628905,0
4,0,31,0.632,0.056183978061028116,0
3,1631,63,0.537,0.4988839376448136,0
3,0,25,0.471,0.18935663188903973,1
5,962,49,0.531,0.09335491465610184,0
4,1873,53,0.472,-0.44291157924964136,0
5,2431,39,0.625,0.03232084511516208,0
3,0,34,0.308,0.5987786911478127,0
3,0,18,0.5,0.5810910360786875,1
3,2418,21,0.4,-0.031221667799538232,1
5,1678,42,0.5,0.08144101046949255,0
6,1669,63,0.4,0.1959366627335528,0
6,2517,50,0.724,0.15031739672628905,0
6,1387,30,0.304,-0.031221667799538232,0
6,1151,76,0.52,-0.5574072315137015,0
6,1992,36,0.565,0.10059223870508015,0
3,2517,42,0.826,0.0977524815035921,0
6,0,62,0.59,0.03463287253123636,0
6,2338,33,0.32,0.5987786911478127,0
4,2517,34,1.125,0.5810910360786875,0
3,2073,45,0.364,0.1959366627335528,0
6,1514,26,1.0,0.932679422923234,0
6,1035,42,1.211,0.10971988880397891,0
5,2517,38,0.652,0.5810910360786875,0
6,1024,33,0.5,0.06989650711145033,0
6,2288,60,0.765,0.10624430457975312,0
3,1043,38,0.357,0.4990242239987191,0
5,1434,42,0.826,0.44878793076502893,0
6,0,58,0.758,0.5810910360786875,0
6,1014,40,0.667,-0.43101320612807875,0
5,1464,27,0.421,0.14729555080026716,0
3,1796,59,1.107,0.5558340036702231,0
6,0,28,1.545,0.09335491465610184,0
4,1372,35,0.458,0.44878793076502893,0
3,1772,38,0.357,0.646945576409462,0
4,1567,42,0.75,0.6282685748455108,0
3,2472,49,0.815,0.3977657627338251,0
4,549,32,0.778,-0.031221667799538232,0
3,1530,34,0.214,0.500347510811276,0
5,0,27,1.25,0.44878793076502893,0
5,1081,36,0.636,0.6282685748455108,0
4,2266,37,0.321,0.04617737588927861,0
2,916,24,0.5,0.0977524815035921,1
3,2517,50,0.613,0.1959366627335528,0
4,1478,41,0.414,0.08677488381158875,0
3,1134,54,0.742,0.10971988880397891,0
3,1746,21,0.4,0.5810910360786875,0
6,2025,53,0.767,0.44878793076502893,0
3,854,54,0.8,0.020920343480814136,0
6,1735,45,0.5,0.12350209155826512,0
5,0,64,0.455,0.500347510811276,0
4,1936,62,1.0,0.5036919923898707,0
5,0,14,0.556,0.932679422923234,1
3,0,31,0.409,0.09719954392048245,0
6,0,20,0.818,0.04617737588927861,1
5,2145,52,0.733,0.932679422923234,0
5,808,50,0.613,0.07136008027791275,0
5,1144,47,1.043,0.14875912396672958,0
6,0,54,0.8,0.10971988880397891,0
4,1410,34,0.7,-0.031221667799538232,0
3,1423,47,1.136,0.500347510811276,0
5,0,44,0.63,0.5329241508170381,0
4,2517,32,0.333,-0.10592409116615603,1
4,1728,27,0.688,-0.031221667799538232,0
5,2341,31,0.409,0.1286185492363158,0
5,1354,31,0.476,0.5329241508170381,0
3,2102,33,0.737,-0.031221667799538232,0
3,1733,54,0.862,-0.031221667799538232,0
3,2175,34,0.545,-0.001989509372370812,0
5,932,57,0.839,0.4988839376448136,0
5,2088,21,0.4,0.08446285639551444,0
3,1594,29,2.222,0.44934086834813863,0
3,1893,42,0.355,0.44934086834813863,0
3,1604,61,0.649,0.932679422923234,0
5,1629,40,0.481,0.01980050023166562,0
3,1499,53,0.514,0.04617737588927861,0
3,1880,30,0.579,0.3977657627338251,0
4,929,46,0.484,0.1443770826873057,0
3,2320,46,0.643,0.1120319162200532,0
4,1592,42,0.615,0.10059223870508015,0
4,1170,57,0.5,0.5036919923898707,0
6,2517,16,0.455,0.1120319162200532,1
3,0,24,0.846,0.020920343480814136,0
5,914,53,1.038,0.04617737588927861,0
5,1824,31,0.55,0.6282685748455108,0
2,0,31,0.722,0.932679422923234,1
3,1348,36,0.385,0.5695465327206453,0
4,2448,40,0.481,0.5036919923898707,0
5,1816,45,0.731,0.1449300202704154,0
5,2005,56,0.806,0.09719954392048245,0
6,2299,48,0.5,0.500347510811276,0
5,1286,31,0.722,0.12350209155826512,0
5,1988,30,0.579,0.06989650711145033,0
5,1006,35,0.591,-0.031221667799538232,0
6,1469,37,0.682,0.5810910360786875,0
5,1590,37,0.609,0.45838562900740926,0
5,930,82,0.608,0.1120319162200532,0
3,979,22,0.375,0.19447308956709042,1
5,1242,50,0.613,0.932679422923234,0
3,974,33,0.5,0.09389385188958065,0
4,0,35,0.591,0.932679422923234,0
3,1279,45,1.647,0.06386503095840378,0
4,1601,41,0.414,0.03232084511516208,0
4,1225,26,0.238,0.6282685748455108,0
6,1574,38,0.652,0.04617737588927861,0
4,1905,57,0.781,0.020920343480814136,0
4,2468,42,0.556,0.08144101046949255,0
3,0,31,0.409,0.10059223870508015,1
5,1748,28,0.647,0.6282685748455108,0
3,1303,42,0.909,0.43302939731403906,0
6,1310,30,1.143,0.1286185492363158,0
3,1836,43,0.593,0.14875912396672958,0
3,1010,47,0.469,-0.001989509372370812,0
5,1069,47,0.621,0.04617737588927861,0
5,1433,23,0.769,0.43302939731403906,0
4,2037,56,0.697,0.5558340036702231,0
5,1922,58,0.611,0.14875912396672958,0
3,1806,35,0.591,0.5810910360786875,0
5,2099,26,0.857,0.1372146206086874,0
6,680,55,0.571,0.10971988880397891,0
4,2517,49,0.531,0.5901357967379581,0
4,2108,52,0.576,0.03232084511516208,0
4,2517,35,0.458,0.03232084511516208,0
5,1148,26,1.0,0.07136008027791275,0
3,1733,62,0.632,0.46130827564852533,0
6,1314,33,0.435,0.06989650711145033,0
3,1861,38,0.727,0.020353437814775294,0
6,0,46,0.586,0.03327412520784317,0
4,1814,30,0.25,0.049585596241942746,0
3,1409,45,0.364,0.1449300202704154,0
4,1271,37,0.682,0.04617737588927861,0
2,1147,35,0.75,-0.031221667799538232,1
4,922,21,0.75,0.10971988880397891,0
3,0,24,0.263,0.15031739672628905,1
5,1479,47,0.679,0.5271628159793,0
5,1557,39,0.857,0.46130827564852533,0
3,1147,25,1.083,0.6282685748455108,0
3,1624,37,0.48,0.14875912396672958,0
5,0,38,0.81,0.1443770826873057,0
4,2160,62,0.676,0.10971988880397891,0
3,1477,50,0.724,-0.606527396868032,0
6,1601,25,0.471,0.5810910360786875,0
5,2284,74,0.574,0.06386503095840378,0
3,0,51,0.417,0.3977657627338251,0
3,1710,55,0.528,0.5036919923898707,0
3,396,26,1.0,0.5810910360786875,1
4,0,23,0.278,-0.2058188446691551,0
4,1560,41,0.367,0.14875912396672958,0
6,1047,30,0.429,0.12350209155826512,0
6,1968,55,0.447,0.6282685748455108,0
3,2145,49,0.815,0.646945576409462,0
3,0,49,0.581,0.46130827564852533,0
3,1392,32,0.6,0.46362030306459967,0
6,1846,54,0.862,0.06155300354232953,0
4,2297,56,0.556,0.04617737588927861,0
5,1092,33,0.833,0.5558340036702231,0
6,1993,53,0.767,0.14875912396672958,0
6,1616,27,0.588,0.04617737588927861,0
6,2517,32,0.882,0.01980050023166562,0
3,1600,44,0.692,-0.001989509372370812,0
6,1655,34,0.308,0.5558340036702231,0
6,1997,43,0.87,0.6373133355047814,0
2,855,24,0.5,0.15920945498687644,1
4,1389,34,0.545,-0.031221667799538232,0
4,1713,50,0.667,0.09335491465610184,0
3,1601,70,0.75,0.1120319162200532,0
3,794,59,1.107,0.5810910360786875,0
3,1894,51,0.962,0.5036919923898707,0
4,1248,40,0.905,-0.001989509372370812,0
3,1515,29,0.318,0.1372146206086874,0
4,702,53,0.606,-0.031221667799538232,0
5,0,29,0.526,0.020920343480814136,1
6,0,38,0.31,0.5810910360786875,0
3,0,45,0.731,0.3977657627338251,0
6,0,28,0.647,0.5329241508170381,0
3,2446,29,0.45,0.5036919923898707,0
6,1699,40,0.538,0.04617737588927861,0
4,0,62,1.48,-0.45392305898126367,0
3,1761,40,0.6,0.1286185492363158,0
6,1219,30,1.0,0.46362030306459967,0
6,1211,44,1.2,0.26179120306432735,0
6,2207,30,0.765,0.44878793076502893,0
5,1887,67,0.763,-0.2058188446691551,0
5,1401,54,0.8,0.08144101046949255,0
5,1111,35,0.667,-0.001989509372370812,0
5,1424,30,0.364,0.10971988880397891,0
6,1697,58,0.706,0.932679422923234,0
4,2310,47,0.808,0.15920945498687644,0
4,1175,31,0.824,0.1959366627335528,0
6,2169,30,0.579,0.09335491465610184,0
3,695,44,0.517,0.46130827564852533,1
6,1547,38,0.267,0.08446285639551444,0
3,1999,45,0.667,0.14729555080026716,0
3,1400,32,1.0,-0.031221667799538232,0
4,1022,42,0.615,-0.031221667799538232,0
4,1798,34,0.619,0.6216885440009976,0
6,2517,58,0.812,0.07136008027791275,0
5,1815,25,1.273,0.04617737588927861,0
4,1597,26,0.529,-0.13850073117191808,0
5,0,37,0.609,0.10059223870508015,0
5,2457,33,0.737,0.07136008027791275,0
4,1173,37,0.37,0.14875912396672958,0
4,2044,48,0.92,0.1120319162200532,0
4,856,33,0.65,0.020920343480814136,0
6,1391,63,0.575,0.3977657627338251,0
1,507,28,0.4,0.020920343480814136,1
3,1536,38,0.407,0.14875912396672958,0
4,2415,36,0.8,0.08446285639551444,0
6,787,70,0.556,0.5810910360786875,0
5,2013,47,1.474,0.03327412520784317,0
6,1421,52,0.793,0.04617737588927861,0
6,0,37,1.056,0.08446285639551444,0
4,1864,35,0.667,0.0977524815035921,0
3,985,37,0.276,0.5558340036702231,0
3,1274,34,0.619,-0.001989509372370812,0
3,1702,33,0.5,0.5558340036702231,0
6,1232,41,0.783,0.06989650711145033,0
4,1851,33,0.833,0.5036919923898707,0
4,625,67,0.595,0.9985339632540087,0
4,2016,37,0.423,0.004041966780675716,0
4,1860,33,0.375,0.004041966780675716,0
6,1917,33,0.833,0.06386503095840378,0
5,1551,30,0.304,0.08446285639551444,0
5,847,43,0.483,0.500347510811276,0
6,2396,54,0.742,0.08144101046949255,0
6,2077,25,0.562,0.3977657627338251,0
4,1217,48,0.846,0.10059223870508015,0
5,1928,35,0.4,0.1443770826873057,0
5,1655,60,0.333,0.5558340036702231,0
3,1540,47,0.958,0.04617737588927861,0
6,2517,30,0.765,0.08446285639551444,0
3,1530,43,0.344,0.04617737588927861,0
5,2151,29,0.526,-0.031221667799538232,0
3,2517,21,0.4,0.4988839376448136,1
6,1528,24,0.6,0.46130827564852533,0
3,1324,38,0.52,0.09335491465610184,0
3,2018,57,0.357,0.056183978061028116,0
5,2504,51,1.04,0.6216885440009976,0
3,1206,49,0.75,0.1449300202704154,0
6,0,33,0.179,0.12740754387310407,1
6,1083,62,0.59,0.1755744291347535,0
6,2517,37,0.609,0.43302939731403906,0
4,2517,45,0.5,0.09335491465610184,0
6,2097,59,0.639,0.020920343480814136,0
5,0,61,0.564,0.1120319162200532,0
3,0,33,0.65,0.08144101046949255,0
3,2083,40,0.538,0.056183978061028116,0
4,821,46,0.586,0.5329241508170381,0
5,0,31,0.722,0.10971988880397891,0
6,2165,37,0.542,0.07194251151201801,0
3,997,36,0.565,0.5662020511420507,0
4,1946,36,1.0,0.07136008027791275,0
4,511,14,0.273,0.5714587951740069,1
6,1632,55,0.667,0.04617737588927861,0
4,1655,58,0.706,0.03232084511516208,0
4,1844,58,0.758,0.04617737588927861,0
4,2053,29,0.381,0.3977657627338251,0
4,2303,25,0.786,0.09335491465610184,0
4,1904,41,0.952,0.08144101046949255,0
4,1819,27,1.077,0.08144101046949255,0
3,1337,38,0.727,0.3977657627338251,0
5,1444,44,0.419,0.932679422923234,0
5,1468,36,0.5,0.03232084511516208,0
3,1530,58,0.657,0.5558340036702231,0
3,1521,48,0.333,0.04903265865883307,0
3,0,32,0.684,0.3977657627338251,0
4,1752,46,0.917,0.12740754387310407,0
6,0,27,0.35,0.04617737588927861,0
3,2357,34,0.545,0.3977657627338251,0
3,1669,53,1.12,-0.5291283531792151,0
