Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,L-3,Attrition_Flag
5,1362,51,0.759,0.0772000466389522,0
5,1865,59,0.439,0.05638291179182048,0
4,0,43,0.536,0.09742460508196794,0
5,0,42,0.355,0.5131108065349722,0
3,1998,56,0.931,0.13672301173432222,0
4,1147,68,1.125,0.5426503349684096,0
6,1667,45,0.667,0.6436811845301735,0
6,2080,45,0.452,0.09287996824968432,0
5,0,40,0.6,0.039436519403976106,0
5,1609,56,0.806,-0.09690119758462179,0
3,1687,45,0.552,0.039436519403976106,0
4,1698,58,0.568,0.5527858205699278,0
6,1101,50,0.471,0.5131108065349722,0
4,0,60,1.069,0.04378585903206926,0
6,0,63,0.969,0.06784250726234427,0
6,1999,35,0.591,-0.032947198517254875,0
6,0,32,0.455,0.0772000466389522,0
6,1751,58,0.758,0.039436519403976106,0
4,0,56,0.6,0.1458394073287654,0
3,2517,45,0.667,0.5527858205699278,0
5,2028,35,1.059,0.6436811845301735,0
3,1924,37,0.762,0.1458394073287654,0
3,1721,50,1.5,0.5176554433672559,0
6,1529,63,0.703,0.535743417188006,0
6,760,43,0.955,0.550939329032111,0
5,0,50,0.613,0.550939329032111,0
6,0,48,0.297,0.7123205452199867,0
5,1424,50,1.273,0.13064349548466045,0
6,1799,45,0.5,0.6436811845301735,0
3,1063,50,0.515,0.5527858205699278,0
3,1471,48,0.371,0.4490160826774426,0
4,1252,42,1.1,0.1699419021370147,0
5,1215,48,0.548,0.1321783749020386,0
4,1001,42,0.448,0.1321783749020386,0
5,708,43,0.483,0.482234973080135,0
6,1515,36,0.636,0.03114752534027468,0
3,0,40,0.6,0.550939329032111,0
4,0,42,0.75,0.47103094216571034,0
6,1354,36,0.333,0.10992237163160613,0
3,0,30,0.111,0.028785244392154796,1
6,2222,27,0.929,-0.508423666455387,0
5,1945,74,0.609,0.10807588009378928,0
5,1038,24,0.714,0.9559742554732938,0
3,1584,60,0.714,0.2008177355918518,0
6,1383,71,0.614,-0.25700782682147244,0
5,1129,56,0.436,0.12502227248163364,0
4,1639,56,0.931,0.0772000466389522,0
5,0,44,0.571,0.13672301173432222,0
4,1070,61,0.452,0.13463537641434062,0
4,1567,64,0.455,0.1458394073287654,0
6,1158,36,0.5,0.5131108065349722,0
5,1314,41,0.519,0.05080010388042247,0
5,0,41,0.519,-0.037491835349538497,0
3,1212,62,0.879,0.1321783749020386,0
5,0,49,0.4,0.5176554433672559,0
5,1631,37,0.85,-0.026460385260689584,0
5,950,74,1.114,1.0246136161631072,0
3,0,40,1.105,0.1321783749020386,0
5,1180,41,0.367,0.039436519403976106,0
3,1604,53,0.262,0.15873787122258992,0
5,0,35,0.667,0.1321783749020386,0
4,1865,47,0.679,0.47103094216571034,0
6,2080,73,0.622,0.46141783823300336,0
5,799,33,0.571,0.024240607559871175,0
3,1236,34,0.478,0.9559742554732938,0
3,1385,48,0.846,0.039436519403976106,0
6,869,45,0.875,0.9559742554732938,0
6,2517,37,0.762,-0.42974483115813306,0
4,2324,57,0.727,0.5176554433672559,0
3,1889,39,1.167,0.6436811845301735,0
3,2220,59,1.36,0.4444714458451589,0
3,0,64,0.455,-0.6020128788426561,0
5,1521,61,0.605,0.1458394073287654,0
5,0,54,0.588,0.04475046774003075,0
6,1474,51,1.04,0.1458394073287654,0
3,1397,64,1.0,0.1458394073287654,0
6,1101,34,1.125,0.6436811845301735,0
3,1435,34,0.619,0.47401097427859634,0
3,2517,60,0.875,0.13463537641434062,0
4,1018,55,0.774,0.04128301094179293,0
5,948,59,0.844,0.13064349548466045,0
2,0,29,0.526,-0.4466912235459774,1
5,1278,44,0.913,-0.037491835349538497,0
3,0,41,0.577,0.9559742554732938,0
4,1792,46,0.769,0.4444714458451589,0
3,1540,72,0.756,0.05554284778813321,0
5,791,42,2.0,0.037843549959627215,0
4,798,45,1.045,0.21776412797969616,0
5,1327,71,0.775,0.10807588009378928,0
6,0,39,0.393,0.04582764777407658,0
6,1195,48,0.5,0.6195786897219242,0
5,789,69,0.605,-0.6853323619662711,0
3,0,55,0.897,0.1321783749020386,0
5,1766,56,0.697,0.46141783823300336,0
3,1568,65,0.857,-0.095054706046805,0
4,1695,27,0.588,0.5508743337699483,0
1,666,36,0.5,0.10807588009378928,1
6,1049,51,0.645,-0.6807877251339876,0
4,2057,63,0.969,0.039436519403976106,0
6,1491,55,0.571,0.14912476728988294,0
6,1177,52,0.733,-0.02054544296169411,0
5,1146,33,1.357,0.4444714458451589,0
5,0,61,0.649,0.5131108065349722,0
5,1784,49,0.633,0.6436811845301735,0
4,2441,51,0.545,0.550939329032111,0
3,1590,41,0.708,0.535743417188006,0
5,1434,64,0.488,-0.4269506748695888,0
5,1580,36,0.636,0.14912476728988294,0
4,2029,38,0.52,0.550939329032111,0
4,1876,45,0.364,0.09742460508196794,0
3,1060,37,0.609,0.039436519403976106,0
6,2517,46,1.3,0.14768589886658223,0
3,723,43,0.344,0.1126205169260729,0
4,0,45,0.731,0.482234973080135,0
3,0,35,0.842,0.47401097427859634,0
6,0,62,0.632,0.2008177355918518,0
3,829,41,0.519,0.4444714458451589,0
6,1553,40,0.667,0.1321783749020386,0
3,1291,37,0.542,-0.02054544296169411,0
5,606,58,0.657,0.21442067799160786,0
3,1504,42,0.448,0.14578131730179467,0
5,1452,71,0.511,0.5659399436720255,0
6,0,56,0.333,0.11943946457023565,0
4,1223,38,0.52,0.6436811845301735,0
4,1144,38,0.583,0.0772000466389522,0
3,2149,28,0.647,0.10807588009378928,0
5,0,67,0.811,0.2273772319124031,0
6,1826,35,1.188,0.13672301173432222,0
4,0,55,0.528,0.4444714458451589,0
4,1431,62,0.722,-0.037491835349538497,0
6,2498,58,0.568,0.9559742554732938,0
4,514,68,0.838,0.09287996824968432,0
4,1384,32,0.391,0.550939329032111,0
5,1033,60,1.0,0.5131108065349722,0
4,1880,33,0.571,0.6436811845301735,0
5,1929,42,0.556,0.039436519403976106,0
4,2266,27,0.929,-0.032947198517254875,0
2,1956,43,0.536,-0.02054544296169411,0
6,1843,79,0.646,0.13463537641434062,0
6,957,34,0.417,0.7123205452199867,0
4,2435,30,0.765,0.04398115623625973,0
6,0,38,0.462,-0.5914576148249122,1
5,1898,58,0.706,0.6436811845301735,0
6,1769,71,0.972,0.09742460508196794,0
4,1875,50,1.083,0.1321783749020386,0
5,2076,46,0.533,-0.037491835349538497,0
6,495,40,0.333,0.10807588009378928,0
4,694,31,0.938,0.47401097427859634,0
6,0,30,0.667,0.039436519403976106,0
4,1278,74,0.609,0.2385812628268279,0
5,2252,24,0.846,0.6436811845301735,0
4,1118,30,1.0,0.0772000466389522,0
5,792,61,0.525,0.6043827778778192,0
3,1965,42,0.448,0.5527858205699278,0
3,1397,74,0.609,0.10807588009378928,0
3,1009,35,0.944,0.45807438824491503,0
4,1240,46,0.438,0.09742460508196794,0
6,0,60,0.818,0.1126205169260729,0
6,1659,58,0.871,0.6436811845301735,0
6,892,71,0.919,0.03114752534027468,0
5,2517,62,0.632,0.535743417188006,0
5,1955,54,0.8,0.10807588009378928,0
5,1201,50,0.852,0.1699419021370147,0
5,1164,39,1.053,0.05638291179182048,0
6,1337,44,0.375,0.47103094216571034,0
6,2517,33,0.833,0.0772000466389522,0
2,2460,28,0.077,0.10807588009378928,1
3,2032,39,0.625,0.6436811845301735,0
6,1772,44,0.419,0.1699419021370147,0
4,1603,41,0.519,0.4444714458451589,0
4,1873,63,0.853,0.6195786897219242,0
4,1421,44,0.833,0.1126205169260729,0
4,1775,40,0.667,0.057707021660826,0
5,1717,61,0.848,0.039436519403976106,0
3,2517,18,0.059,0.039436519403976106,1
6,1726,36,0.636,0.47103094216571034,0
2,1616,27,0.286,1.0246136161631072,1
3,1465,48,0.548,0.024240607559871175,0
5,0,62,0.824,0.5131108065349722,0
6,0,58,0.933,-0.5156621517146941,0
5,2317,61,1.033,0.6436811845301735,0
3,1999,36,0.714,-0.010932339028987164,0
5,0,80,0.818,0.2273772319124031,0
6,1472,54,0.8,0.5131108065349722,0
6,0,31,0.722,0.550939329032111,0
6,1628,55,0.667,0.04398115623625973,0
3,816,45,0.607,0.13672301173432222,0
5,2517,41,0.577,-0.037491835349538497,0
4,2375,50,0.351,0.024240607559871175,0
3,1817,67,0.675,0.2008177355918518,0
5,1351,61,0.743,0.7123205452199867,0
3,0,22,0.692,1.0246136161631072,1
4,1608,55,0.528,0.057707021660826,0
5,0,47,0.516,0.1321783749020386,0
4,0,69,0.769,0.13463537641434062,0
2,0,18,1.0,0.04128301094179293,1
6,1285,33,1.2,0.4444714458451589,0
4,943,35,0.207,0.5426503349684096,0
4,0,70,0.591,0.04398115623625973,0
6,1475,46,1.3,-0.032947198517254875,0
4,1267,58,0.611,0.482234973080135,0
6,1003,46,0.586,0.039436519403976106,0
5,2103,48,1.087,0.057707021660826,0
5,1196,33,0.941,0.5396703028555236,0
3,907,55,0.719,0.07700474943476175,0
5,1668,34,0.478,0.12502227248163364,0
4,977,49,0.885,0.1321783749020386,0
3,926,15,0.364,-0.010932339028987164,1
5,0,48,0.92,0.550939329032111,0
6,1015,68,0.889,0.2008177355918518,0
5,1568,73,0.659,-0.022491220709624015,0
5,1884,39,0.625,0.4444714458451589,0
5,844,71,0.69,0.10807588009378928,0
4,0,54,0.688,0.5396703028555236,0
4,1305,43,0.265,0.039436519403976106,0
3,2375,43,0.536,-0.037491835349538497,0
4,0,85,0.667,0.5176554433672559,0
4,2159,35,0.75,0.15873787122258992,0
3,2154,35,0.667,0.037843549959627215,0
5,661,51,0.962,0.09742460508196794,0
6,1829,44,0.913,0.13672301173432222,0
6,1346,48,0.455,0.039436519403976106,0
5,2033,43,0.387,-0.037491835349538497,0
5,2162,47,0.382,0.6195786897219242,0
4,610,68,0.581,0.09287996824968432,0
4,1246,35,0.522,0.04398115623625973,0
6,1529,38,0.52,0.04128301094179293,0
6,0,61,1.103,0.2385812628268279,0
4,618,26,1.0,-0.037491835349538497,0
6,1986,50,0.724,0.482234973080135,0
1,0,35,0.522,-0.6587728656457198,1
5,0,81,0.8,0.6195786897219242,0
4,0,39,0.5,0.1458394073287654,0
4,1191,87,0.977,0.10807588009378928,0
5,917,35,0.591,0.06200413479484726,0
5,1699,53,0.656,0.0772000466389522,0
3,0,20,0.053,0.1458394073287654,1
6,1639,56,1.154,1.0246136161631072,0
3,0,78,0.696,0.2053623724241354,0
5,925,51,1.318,0.03114752534027468,0
5,0,64,0.778,0.04398115623625973,0
4,0,40,0.739,0.0772000466389522,0
4,1599,44,0.333,0.11943946457023565,0
5,1396,85,0.809,0.10807588009378928,0
3,1596,44,0.467,0.07904653817676903,0
3,909,48,1.182,0.4490160826774426,0
4,1153,65,0.625,0.06891105257525078,0
4,1698,32,1.0,0.482234973080135,0
6,0,34,1.125,0.0002716918854376263,0
4,873,72,0.674,0.05898177087617422,0
6,0,61,0.743,0.6043827778778192,0
6,2147,65,1.167,0.057707021660826,0
3,0,27,1.7,0.0772000466389522,0
5,1695,61,0.968,0.5131108065349722,0
5,827,49,1.042,0.2273772319124031,0
5,0,74,1.114,-0.5706404799777804,0
6,1965,70,1.0,0.47875371818630713,0
3,1579,43,0.72,0.47103094216571034,0
3,0,45,0.8,0.550939329032111,0
6,1864,50,0.852,0.0772000466389522,0
4,2517,46,1.3,0.10807588009378928,0
3,1702,53,0.71,0.039436519403976106,0
3,1699,43,0.536,0.6436811845301735,0
5,1130,52,0.926,0.04118699994771552,0
6,1409,38,0.652,0.5527858205699278,0
6,1815,62,0.879,0.0772000466389522,0
5,0,31,0.409,0.46141783823300336,0
4,1425,44,0.833,0.0002716918854376263,0
4,0,54,0.543,0.4444714458451589,0
5,0,74,0.762,0.5300571989228167,0
4,2167,49,0.485,0.1321783749020386,0
4,2360,57,0.781,0.039436519403976106,0
4,0,48,0.5,-0.037491835349538497,0
3,1226,59,0.735,0.5131108065349722,0
3,1623,51,0.275,0.039436519403976106,0
5,986,33,0.833,-0.39373178446689633,0
6,1414,57,0.727,0.6195786897219242,0
3,1680,35,0.667,0.13672301173432222,0
6,1177,66,0.784,0.5396703028555236,0
5,1982,50,1.381,0.13672301173432222,0
1,2089,26,0.238,0.06891105257525078,1
6,1544,34,0.789,0.1321783749020386,0
6,1190,40,0.481,0.04398115623625973,0
6,0,74,0.609,0.45947206048507344,0
4,0,28,0.647,0.14912476728988294,0
4,0,64,0.641,0.5176554433672559,0
4,1412,36,0.636,0.04128301094179293,0
6,896,52,0.857,0.13672301173432222,0
3,0,55,0.774,0.7123205452199867,1
4,0,55,0.667,0.03114752534027468,0
5,0,72,1.0,-0.09690119758462179,0
6,1023,80,0.778,0.21442067799160786,0
3,1347,55,0.719,0.10982636063752867,0
4,451,36,0.44,0.1458394073287654,0
5,1909,34,1.125,0.1321783749020386,0
3,2379,39,0.5,-0.010932339028987164,0
1,0,38,0.583,-0.16560555353659764,1
4,1466,48,0.846,0.05638291179182048,0
3,2077,47,0.621,-0.037491835349538497,0
3,0,10,0.25,0.5527858205699278,1
6,1798,70,0.556,0.07904653817676903,0
4,1698,42,0.448,0.6436811845301735,0
5,2308,39,1.053,0.1699419021370147,0
4,0,43,0.387,0.039436519403976106,0
5,1679,55,0.833,0.6043827778778192,0
4,1877,50,1.174,0.4444714458451589,0
6,0,39,0.857,1.0246136161631072,0
3,939,45,0.731,0.06784250726234427,0
5,1991,37,0.947,-0.010932339028987164,0
3,2150,37,1.312,0.13672301173432222,0
3,836,61,0.743,0.6043827778778192,0
6,0,63,1.032,-0.6807877251339876,0
3,0,75,0.829,0.6195786897219242,0
5,737,39,0.5,0.13463537641434062,0
6,2517,37,1.312,0.535743417188006,0
6,1410,61,0.649,0.2273772319124031,0
5,2073,42,0.75,-0.037491835349538497,0
4,1199,35,0.75,0.47103094216571034,0
5,1822,69,0.683,0.03114752534027468,0
2,0,22,0.0,0.04128301094179293,1
4,1460,38,0.462,0.6043827778778192,0
6,1162,43,0.536,0.6195786897219242,0
3,1773,27,0.929,-0.010932339028987164,0
3,0,63,0.703,0.6195786897219242,0
3,0,41,0.281,0.2008177355918518,0
3,2389,13,0.182,0.550939329032111,1
5,2307,29,1.071,-0.037491835349538497,0
5,1825,61,0.488,0.1321783749020386,0
5,1632,35,1.188,0.039436519403976106,0
4,1853,33,0.833,0.04128301094179293,0
3,2198,48,1.0,0.04398115623625973,0
5,2517,36,0.565,0.13672301173432222,0
3,1678,69,0.865,0.03114752534027468,0
4,1547,61,0.794,-0.20336908077157376,0
3,1198,63,0.5,0.6195786897219242,0
4,1051,80,0.6,0.10807588009378928,0
3,2152,62,0.676,0.10992237163160613,0
3,0,63,0.703,0.47401097427859634,0
3,0,89,0.712,-0.17680958445102238,0
5,1380,31,0.55,0.4490160826774426,0
5,1520,32,0.882,0.04398115623625973,0
3,1625,39,0.625,0.039436519403976106,0
4,0,70,0.842,0.5426503349684096,0
3,2192,57,0.966,0.4490160826774426,0
4,2021,57,0.676,-0.6084040072127566,0
3,1289,32,0.6,0.039436519403976106,0
4,2175,35,0.667,0.550939329032111,0
3,831,87,0.891,0.2008177355918518,0
3,1566,58,0.611,0.09742460508196794,0
6,1932,51,0.545,0.14768589886658223,0
4,1471,55,0.41,0.5508743337699483,0
5,2517,63,0.969,0.4444714458451589,0
4,1665,41,0.64,0.9559742554732938,0
3,1517,61,0.848,0.10807588009378928,0
6,828,44,0.294,0.1126205169260729,0
6,1188,47,0.382,-0.032947198517254875,0
6,0,68,0.478,0.09287996824968432,0
6,0,71,0.69,0.10807588009378928,0
5,0,67,0.763,0.12167882249354535,0
6,1920,49,1.042,0.06599601572452743,0
6,1812,86,0.911,0.2385812628268279,0
3,1428,26,0.238,0.12502227248163364,1
4,0,43,0.536,0.0772000466389522,0
4,1245,80,0.739,-0.19882444393929008,0
2,0,15,0.25,0.07904653817676903,1
5,1815,34,0.545,0.15873787122258992,0
6,925,63,0.75,0.5131108065349722,0
5,2517,36,0.714,-0.037491835349538497,0
6,0,47,1.136,0.13672301173432222,0
4,1463,50,0.724,-0.037491835349538497,0
3,2185,58,0.758,-0.17680958445102238,0
4,2491,50,0.667,-0.6084040072127566,0
3,1169,57,0.727,0.5131108065349722,0
3,1605,74,1.312,0.2008177355918518,0
2,2517,12,0.2,0.15873787122258992,1
4,681,57,0.727,-0.5647562609323091,0
4,1476,44,1.0,-0.037491835349538497,0
5,876,43,1.048,0.0356921621725583,0
3,0,36,0.8,0.4444714458451589,0
6,1629,30,0.5,0.4444714458451589,0
5,1251,37,0.48,0.024240607559871175,0
3,1010,47,0.679,0.06599601572452743,0
6,0,18,0.286,-0.037491835349538497,1
5,963,43,0.72,0.4444714458451589,0
6,0,58,0.657,0.0772000466389522,0
6,1259,52,0.625,0.0002716918854376263,0
6,1281,51,0.889,0.535743417188006,0
6,1968,70,0.591,0.13463537641434062,0
3,0,18,0.385,0.054885953341549,1
5,0,49,0.4,0.482234973080135,0
6,1220,49,0.4,0.0002716918854376263,0
3,1980,45,0.406,0.9559742554732938,0
6,1988,46,1.091,0.535743417188006,0
3,1075,57,0.629,-0.17680958445102238,0
6,1061,34,0.478,0.15873787122258992,0
6,1251,39,0.696,0.07904653817676903,0
6,2517,35,0.591,0.1699419021370147,0
4,2517,32,0.391,0.039436519403976106,0
6,1046,40,0.739,0.9559742554732938,0
5,584,87,0.706,-0.6084040072127566,0
6,1931,47,0.808,0.6043827778778192,0
6,504,65,0.625,0.5176554433672559,0
6,1599,37,0.542,0.1699419021370147,0
4,2411,31,0.824,0.13672301173432222,0
4,1266,58,0.568,0.6436811845301735,0
6,0,41,0.783,-0.032947198517254875,0
4,1748,57,0.541,0.6195786897219242,0
6,2312,33,1.062,0.550939329032111,0
5,1091,80,0.86,-0.5914576148249122,0
3,1157,38,0.727,0.4444714458451589,0
6,1274,26,0.3,0.4444714458451589,0
6,2517,75,0.923,0.4890115889185109,0
6,1402,61,0.794,0.1321783749020386,0
4,1665,61,0.564,-0.095054706046805,0
4,0,35,0.75,0.482234973080135,0
5,0,33,0.833,0.09742460508196794,0
3,2517,70,0.795,0.11943946457023565,0
4,1687,55,0.833,0.6436811845301735,0
5,1665,60,0.714,0.5131108065349722,0
4,0,70,0.892,0.7123205452199867,0
6,916,36,0.565,0.0002716918854376263,0
5,0,66,0.692,0.6195786897219242,0
6,2056,46,0.704,0.14912476728988294,0
6,1541,32,1.0,0.47401097427859634,0
3,0,31,0.476,0.10992237163160613,1
6,1149,61,0.794,0.2008177355918518,0
5,0,56,0.806,0.1458394073287654,0
4,2008,40,0.667,-0.037491835349538497,0
